region_label
 // Left Cerebellum // Cerebellum Posterior Lobe // Declive // undefined // undefined // Cerebelum_Crus1_L (aal)
 // Left Cerebellum // Cerebellum Anterior Lobe // Culmen // undefined // undefined // Cerebelum_Crus1_L (aal)
 // Left Cerebellum // Cerebellum Anterior Lobe // Culmen // undefined // undefined // Cerebelum_6_L (aal)
 // Left Cerebrum // Occipital Lobe // Sub-Gyral // White Matter // undefined // Fusiform_L (aal)
 // Left Cerebrum // Occipital Lobe // Middle Occipital Gyrus // Gray Matter // brodmann area 37 // Occipital_Inf_L (aal)
 // Left Cerebrum // Temporal Lobe // Fusiform Gyrus // White Matter // undefined // Temporal_Inf_L (aal)
 // Left Cerebrum // Temporal Lobe // Inferior Temporal Gyrus // White Matter // undefined // Temporal_Inf_L (aal)
 // Left Cerebrum // Temporal Lobe // Middle Temporal Gyrus // Gray Matter // brodmann area 21 // Temporal_Mid_L (aal)
 // Left Cerebrum // Temporal Lobe // Middle Temporal Gyrus // White Matter // undefined // Temporal_Mid_L (aal)
 // Left Cerebrum // Temporal Lobe // Middle Temporal Gyrus // Gray Matter // brodmann area 21 // Temporal_Pole_Sup_L (aal)
 // Left Cerebrum // undefined // undefined // undefined // undefined // Frontal_Inf_Orb_L (aal)
 // Left Cerebrum // Occipital Lobe // Middle Occipital Gyrus // White Matter // undefined // Occipital_Mid_L (aal)
 // Left Cerebrum // Temporal Lobe // Middle Temporal Gyrus // White Matter // undefined // Temporal_Mid_L (aal)
 // Left Cerebrum // Temporal Lobe // Middle Temporal Gyrus // White Matter // undefined // Temporal_Mid_L (aal)
 // Left Cerebrum // Temporal Lobe // Superior Temporal Gyrus // White Matter // undefined // Temporal_Mid_L (aal)
 // Left Cerebrum // Sub-lobar // Lentiform Nucleus // Gray Matter // Putamen // Putamen_L (aal)
 // Left Cerebrum // Temporal Lobe // Superior Temporal Gyrus // Gray Matter // brodmann area 22 // Temporal_Pole_Sup_L (aal)
 // Left Cerebrum // Frontal Lobe // Inferior Frontal Gyrus // White Matter // undefined // Frontal_Inf_Tri_L (aal)
 // Left Cerebrum // Frontal Lobe // Middle Frontal Gyrus // White Matter // undefined // Frontal_Inf_Tri_L (aal)
 // Left Cerebrum // Temporal Lobe // Superior Temporal Gyrus // White Matter // undefined // Temporal_Mid_L (aal)
 // Left Cerebrum // Temporal Lobe // Superior Temporal Gyrus // White Matter // undefined // Temporal_Sup_L (aal)
 // Left Cerebrum // Frontal Lobe // Precentral Gyrus // White Matter // undefined // Rolandic_Oper_L (aal)
 // Left Cerebrum // Sub-lobar // Insula // White Matter // undefined // Frontal_Inf_Oper_L (aal)
 // Left Cerebrum // Frontal Lobe // Precentral Gyrus // White Matter // undefined // Frontal_Inf_Oper_L (aal)
 // Left Cerebrum // Frontal Lobe // Inferior Frontal Gyrus // White Matter // undefined // Frontal_Inf_Tri_L (aal)
 // Left Cerebrum // Frontal Lobe // Inferior Frontal Gyrus // White Matter // undefined // Frontal_Inf_Tri_L (aal)
 // Left Cerebrum // Parietal Lobe // Supramarginal Gyrus // White Matter // undefined // undefined
 // Left Cerebrum // Frontal Lobe // Precentral Gyrus // White Matter // undefined // Postcentral_L (aal)
 // Left Cerebrum // Frontal Lobe // Sub-Gyral // White Matter // undefined // Frontal_Inf_Oper_L (aal)
 // Left Cerebrum // Frontal Lobe // Inferior Frontal Gyrus // White Matter // undefined // Precentral_L (aal)
 // Left Cerebrum // Frontal Lobe // Middle Frontal Gyrus // undefined // undefined // Frontal_Inf_Tri_L (aal)
 // Left Cerebrum // Parietal Lobe // Precuneus // White Matter // undefined // Parietal_Inf_L (aal)
 // Left Cerebrum // Parietal Lobe // Inferior Parietal Lobule // Gray Matter // brodmann area 40 // Parietal_Inf_L (aal)
 // Left Cerebrum // Parietal Lobe // Inferior Parietal Lobule // Gray Matter // brodmann area 40 // Parietal_Inf_L (aal)
 // Left Cerebrum // Frontal Lobe // Precentral Gyrus // Gray Matter // brodmann area 6 // Precentral_L (aal)
 // Left Cerebrum // Frontal Lobe // Precentral Gyrus // White Matter // undefined // Postcentral_L (aal)
 // Left Cerebrum // Frontal Lobe // Inferior Frontal Gyrus // Gray Matter // brodmann area 9 // Precentral_L (aal)
 // Left Cerebrum // Frontal Lobe // Middle Frontal Gyrus // Gray Matter // brodmann area 9 // Frontal_Mid_L (aal)
 // Left Cerebrum // Parietal Lobe // Postcentral Gyrus // Gray Matter // brodmann area 3 // Postcentral_L (aal)
 // Left Cerebrum // Frontal Lobe // Middle Frontal Gyrus // Gray Matter // brodmann area 6 // Precentral_L (aal)
 // Left Cerebrum // Frontal Lobe // Precentral Gyrus // Gray Matter // brodmann area 6 // Precentral_L (aal)
 // Left Cerebrum // Frontal Lobe // Superior Frontal Gyrus // White Matter // undefined // Frontal_Mid_L (aal)
 // Left Cerebrum // Frontal Lobe // Middle Frontal Gyrus // White Matter // undefined // Frontal_Mid_L (aal)
 // Left Cerebrum // Frontal Lobe // Superior Frontal Gyrus // White Matter // undefined // Precentral_L (aal)
 // Left Cerebrum // Frontal Lobe // Superior Frontal Gyrus // White Matter // undefined // Frontal_Sup_L (aal)
 // Inter-Hemispheric // undefined // undefined // undefined // undefined // Cingulum_Mid_L (aal)
 // Left Cerebrum // Frontal Lobe // Medial Frontal Gyrus // undefined // undefined // Supp_Motor_Area_L (aal)
 // Left Cerebrum // Frontal Lobe // Superior Frontal Gyrus // undefined // undefined // Supp_Motor_Area_L (aal)
 // Left Cerebrum // Frontal Lobe // Superior Frontal Gyrus // undefined // undefined // Supp_Motor_Area_L (aal)
 // Inter-Hemispheric // undefined // undefined // undefined // undefined // Supp_Motor_Area_L (aal)
 // Right Cerebellum // Cerebellum Posterior Lobe // Declive // undefined // undefined // Cerebelum_6_R (aal)
 // Right Cerebrum // undefined // undefined // undefined // undefined // Frontal_Inf_Orb_R (aal)
 // Right Cerebrum // Temporal Lobe // Middle Temporal Gyrus // White Matter // undefined // Temporal_Mid_R (aal)
 // Right Cerebrum // Temporal Lobe // Superior Temporal Gyrus // White Matter // undefined // Temporal_Sup_R (aal)
 // Right Cerebrum // Temporal Lobe // Superior Temporal Gyrus // Gray Matter // brodmann area 22 // Temporal_Pole_Sup_R (aal)
 // Right Cerebrum // Frontal Lobe // Sub-Gyral // White Matter // undefined // undefined
 // Right Cerebrum // Frontal Lobe // Inferior Frontal Gyrus // White Matter // undefined // Insula_R (aal)
 // Right Cerebrum // Sub-lobar // Insula // White Matter // undefined // Heschl_R (aal)
 // Right Cerebrum // Frontal Lobe // Precentral Gyrus // White Matter // undefined // Frontal_Inf_Oper_R (aal)
 // Right Cerebrum // Frontal Lobe // Inferior Frontal Gyrus // White Matter // undefined // Frontal_Inf_Tri_R (aal)
 // Right Cerebrum // Frontal Lobe // Inferior Frontal Gyrus // White Matter // undefined // Frontal_Inf_Oper_R (aal)
 // Right Cerebrum // Frontal Lobe // Precentral Gyrus // Gray Matter // brodmann area 6 // Precentral_R (aal)
 // Right Cerebrum // Frontal Lobe // Precentral Gyrus // White Matter // undefined // Precentral_R (aal)
 // Right Cerebrum // Parietal Lobe // Postcentral Gyrus // Gray Matter // brodmann area 3 // Postcentral_R (aal)
 // Right Cerebrum // Frontal Lobe // Precentral Gyrus // Gray Matter // brodmann area 6 // Frontal_Mid_R (aal)
 // Right Cerebrum // Frontal Lobe // Precentral Gyrus // White Matter // undefined // Precentral_R (aal)
