index,label,cluster,is_critical
325,4108,2,0
326,4112,2,0
327,4113,2,0
328,4120,2,0
329,4144,2,0
330,4161,2,0
331,4162,2,0
332,4206,2,0
333,421,2,0
334,4301,2,0
335,4317,2,0
336,4330,2,0
337,4356,2,0
338,4380,2,0
339,469,2,0
340,478,2,0
341,49,2,0
342,490,2,0
343,502,2,0
344,507,2,0
345,523,2,0
346,532,2,0
347,534,2,0
348,535,2,0
349,580,2,0
350,599,2,0
351,6008,2,0
352,609,2,0
353,6173,2,0
354,6345,2,0
355,6347,2,0
356,6355,2,0
357,6361,2,0
358,6366,2,0
359,6392,2,0
360,644,2,0
361,6788,2,0
362,679,2,0
363,737,2,0
364,797,2,0
365,813,2,0
366,891,2,0
367,897,2,0
